"Olympics","Country","Medal","Event","Athlete","Record"
"Garmisch-Partenkirchen 1936","Great Britain","Silver","individual women","Cecilia COLLEDGE",""
"Garmisch-Partenkirchen 1936","Norway","Gold","individual women","Sonja HENIE",""
"Garmisch-Partenkirchen 1936","Sweden","Bronze","individual women","Vivi-Anne HULTEN",""
"Garmisch-Partenkirchen 1936","Norway","Gold","individual","Oddbjorn HAGEN",""
"Garmisch-Partenkirchen 1936","Norway","Silver","individual","Olaf HOFFSBAKKEN",""
"Garmisch-Partenkirchen 1936","Norway","Bronze","individual","Sverre BRODAHL",""
"Garmisch-Partenkirchen 1936","Germany","Gold","alpine combined","Franz PFNÜR",""
"Garmisch-Partenkirchen 1936","Germany","Silver","alpine combined","Gustav LANTSCHNER",""
"Garmisch-Partenkirchen 1936","France","Bronze","alpine combined","Emile ALLAIS",""
"Garmisch-Partenkirchen 1936","Canada","Silver","ice hockey men","ice hockey  St. Moritz 1948",""
"Garmisch-Partenkirchen 1936","Great Britain","Gold","ice hockey men","ice hockey",""
"Garmisch-Partenkirchen 1936","United States of America","Bronze","ice hockey men","ice hockey",""
"Garmisch-Partenkirchen 1936","Great Britain","Gold","ice hockey men","James FOSTER",""
"Garmisch-Partenkirchen 1936","Great Britain","Gold","ice hockey men","Carl ERHARDT",""
"Garmisch-Partenkirchen 1936","Great Britain","Gold","ice hockey men","Gordon Debenham DAILLEY",""
"Garmisch-Partenkirchen 1936","Great Britain","Gold","ice hockey men","James Andrew BORLAND",""
"Garmisch-Partenkirchen 1936","Great Britain","Gold","ice hockey men","Robert WYMAN",""
"Garmisch-Partenkirchen 1936","Great Britain","Gold","ice hockey men","Archibald STINCHCOMBE",""
"Garmisch-Partenkirchen 1936","Great Britain","Gold","ice hockey men","Edgar BRENCHLEY",""
"Garmisch-Partenkirchen 1936","Great Britain","Gold","ice hockey men","John COWARD",""
"Garmisch-Partenkirchen 1936","Great Britain","Gold","ice hockey men","James CHAPPELL",""
"Garmisch-Partenkirchen 1936","Great Britain","Gold","ice hockey men","Alexander ARCHER",""
"Garmisch-Partenkirchen 1936","Great Britain","Gold","ice hockey men","John Gerald DAVEY",""
"Garmisch-Partenkirchen 1936","Great Britain","Gold","ice hockey men","John KILPATRICK",""
"Garmisch-Partenkirchen 1936","Canada","Silver","ice hockey men","Francis MOORE",""
"Garmisch-Partenkirchen 1936","Canada","Silver","ice hockey men","Arthur NASH",""
"Garmisch-Partenkirchen 1936","Canada","Silver","ice hockey men","Herman MURRAY",""
"Garmisch-Partenkirchen 1936","Canada","Silver","ice hockey men","Walter KITCHEN",""
"Garmisch-Partenkirchen 1936","Canada","Silver","ice hockey men","Raymond MILTON",""
"Garmisch-Partenkirchen 1936","Canada","Silver","ice hockey men","David John NEVILLE",""
"Garmisch-Partenkirchen 1936","Canada","Silver","ice hockey men","Kenneth FARMER-HORN",""
"Garmisch-Partenkirchen 1936","Canada","Silver","ice hockey men","Hugh FARGUHARSON",""
"Garmisch-Partenkirchen 1936","Canada","Silver","ice hockey men","Maxwell Arnold DEACON",""
"Garmisch-Partenkirchen 1936","Canada","Silver","ice hockey men","Alexander SINCLAIR",""
"Garmisch-Partenkirchen 1936","Canada","Silver","ice hockey men","William THOMSON",""
"Garmisch-Partenkirchen 1936","Canada","Silver","ice hockey men","James HAGGARTY",""
"Garmisch-Partenkirchen 1936","Canada","Silver","ice hockey men","Ralph ST.GERMAIN",""
"Garmisch-Partenkirchen 1936","United States of America","Bronze","ice hockey men","Thomas MOONE",""
"Garmisch-Partenkirchen 1936","United States of America","Bronze","ice hockey men","Francis John SHAUGHNESSY",""
"Garmisch-Partenkirchen 1936","United States of America","Bronze","ice hockey men","Philip William LA BATTE",""
"Garmisch-Partenkirchen 1936","United States of America","Bronze","ice hockey men","Frank Raymond STUBBS",""
"Garmisch-Partenkirchen 1936","United States of America","Bronze","ice hockey men","John Bright GARRISON",""
"Garmisch-Partenkirchen 1936","United States of America","Bronze","ice hockey men","Paul Edward ROWE",""
"Garmisch-Partenkirchen 1936","United States of America","Bronze","ice hockey men","John Charles LAX",""
"Garmisch-Partenkirchen 1936","United States of America","Bronze","ice hockey men","Gordon SMITH",""
"Garmisch-Partenkirchen 1936","United States of America","Bronze","ice hockey men","Eldridge Baker ROSS",""
"Garmisch-Partenkirchen 1936","United States of America","Bronze","ice hockey men","Francis Jones SPAIN",""
"Garmisch-Partenkirchen 1936","United States of America","Bronze","ice hockey men","August KAMMER",""
"Garmisch-Partenkirchen 1936","Sweden","Bronze","4x10km relay men","4x10km relay",""
"Garmisch-Partenkirchen 1936","Sweden","Bronze","4x10km relay men","Martin MATSBO",""
"Garmisch-Partenkirchen 1936","Sweden","Bronze","4x10km relay men","John BERGER",""
"Garmisch-Partenkirchen 1936","Sweden","Bronze","4x10km relay men","Erik August LARSSON",""
"Garmisch-Partenkirchen 1936","Sweden","Bronze","4x10km relay men","Artur HÄGGBLAD",""
"Garmisch-Partenkirchen 1936","Norway","Silver","4x10km relay men","4x10km relay",""
"Garmisch-Partenkirchen 1936","Finland","Gold","4x10km relay men","4x10km relay",""
"Garmisch-Partenkirchen 1936","Finland","Gold","4x10km relay men","Kalle JALKANEN",""
"Garmisch-Partenkirchen 1936","Finland","Gold","4x10km relay men","Klaus KARPPINEN",""
"Garmisch-Partenkirchen 1936","Finland","Gold","4x10km relay men","Matti LÄHDE",""
"Garmisch-Partenkirchen 1936","Finland","Gold","4x10km relay men","Sulo NURMELA",""
"Garmisch-Partenkirchen 1936","Norway","Silver","4x10km relay men","Sverre BRODAHL",""
"Garmisch-Partenkirchen 1936","Norway","Silver","4x10km relay men","Oddbjorn HAGEN",""
"Garmisch-Partenkirchen 1936","Norway","Silver","4x10km relay men","Olaf HOFFSBAKKEN",""
"Garmisch-Partenkirchen 1936","Norway","Silver","4x10km relay men","Bjarne IVERSEN",""
"Garmisch-Partenkirchen 1936","Finland","Bronze","1500m men","Birger WASENIUS",""
"Garmisch-Partenkirchen 1936","Norway","Gold","1500m men","Charles MATHISEN",""
"Garmisch-Partenkirchen 1936","Norway","Silver","1500m men","Ivar BALLANGRUD",""
"Garmisch-Partenkirchen 1936","Finland","Silver","10000m men","Birger WASENIUS",""
"Garmisch-Partenkirchen 1936","Norway","Gold","10000m men","Ivar BALLANGRUD",""
"Garmisch-Partenkirchen 1936","Austria","Bronze","10000m men","Max STIEPL",""
"Garmisch-Partenkirchen 1936","Switzerland","Silver","four-man men","four-man  01",""
"Garmisch-Partenkirchen 1936","Switzerland","Gold","four-man men","four-man  02",""
"Garmisch-Partenkirchen 1936","Great Britain","Bronze","four-man men","four-man  01",""
"Garmisch-Partenkirchen 1936","Switzerland","Gold","four-man men","Pierre MUSY",""
"Garmisch-Partenkirchen 1936","Switzerland","Gold","four-man men","Arnold GARTMANN",""
"Garmisch-Partenkirchen 1936","Switzerland","Gold","four-man men","Charles BOUVIER",""
"Garmisch-Partenkirchen 1936","Switzerland","Gold","four-man men","Joseph BEERLI",""
"Garmisch-Partenkirchen 1936","Switzerland","Silver","four-man men","Reto CAPADRUTT",""
"Garmisch-Partenkirchen 1936","Switzerland","Silver","four-man men","Hans AICHELE",""
"Garmisch-Partenkirchen 1936","Switzerland","Silver","four-man men","Fritz FEIERABEND",""
"Garmisch-Partenkirchen 1936","Switzerland","Silver","four-man men","Hans BÜTIKOFER",""
"Garmisch-Partenkirchen 1936","Great Britain","Bronze","four-man men","Frederick James MCEVOY",""
"Garmisch-Partenkirchen 1936","Great Britain","Bronze","four-man men","James Farquhar CARDNO",""
"Garmisch-Partenkirchen 1936","Great Britain","Bronze","four-man men","Gary DUGDALE",""
"Garmisch-Partenkirchen 1936","Great Britain","Bronze","four-man men","Charles Patrick GREEN",""
"Garmisch-Partenkirchen 1936","Sweden","Gold","18km","Erik August LARSSON",""
"Garmisch-Partenkirchen 1936","Norway","Silver","18km","Oddbjorn HAGEN",""
"Garmisch-Partenkirchen 1936","Finland","Bronze","18km","Pekka NIEMI",""
"Garmisch-Partenkirchen 1936","Norway","Gold","500m men","Ivar BALLANGRUD",""
"Garmisch-Partenkirchen 1936","Norway","Silver","500m men","Georg KROG",""
"Garmisch-Partenkirchen 1936","United States of America","Bronze","500m men","Leo FREISINGER",""
"Garmisch-Partenkirchen 1936","Finland","Silver","5000m men","Birger WASENIUS",""
"Garmisch-Partenkirchen 1936","Finland","Bronze","5000m men","Antero OJALA",""
"Garmisch-Partenkirchen 1936","Norway","Gold","5000m men","Ivar BALLANGRUD",""
"Garmisch-Partenkirchen 1936","Austria","Bronze","individual men","Felix KASPAR",""
"Garmisch-Partenkirchen 1936","Germany","Silver","individual men","Ernst BAIER",""
"Garmisch-Partenkirchen 1936","Austria","Gold","individual men","Karl SCHÄFER",""
"Garmisch-Partenkirchen 1936","Hungary","Bronze","pairs mixed","ROTTER, Emilia / SZOLLAS, Laszlo",""
"Garmisch-Partenkirchen 1936","Germany","Gold","pairs mixed","BAIER, Ernst / HERBER, Maxi",""
"Garmisch-Partenkirchen 1936","Austria","Silver","pairs mixed","PAUSIN, Erik / PAUSIN, Ilse",""
"Garmisch-Partenkirchen 1936","Germany","Gold","pairs mixed","Maxi HERBER",""
"Garmisch-Partenkirchen 1936","Germany","Gold","pairs mixed","Ernst BAIER",""
"Garmisch-Partenkirchen 1936","Austria","Silver","pairs mixed","Ilse PAUSIN",""
"Garmisch-Partenkirchen 1936","Austria","Silver","pairs mixed","Erik PAUSIN",""
"Garmisch-Partenkirchen 1936","Hungary","Bronze","pairs mixed","Emilia ROTTER",""
"Garmisch-Partenkirchen 1936","Hungary","Bronze","pairs mixed","Laszlo SZOLLAS",""
"Garmisch-Partenkirchen 1936","United States of America","Gold","two-man men","WASHBOND, Alan M. / BROWN, Ivan Elmore",""
"Garmisch-Partenkirchen 1936","United States of America","Bronze","two-man men","COLGATE, Gilbert / LAWRENCE, Richard Webster",""
"Garmisch-Partenkirchen 1936","Switzerland","Silver","two-man men","BEERLI, Joseph / FEIERABEND, Fritz",""
"Garmisch-Partenkirchen 1936","United States of America","Gold","two-man men","Ivan Elmore BROWN",""
"Garmisch-Partenkirchen 1936","United States of America","Gold","two-man men","Alan M. WASHBOND",""
"Garmisch-Partenkirchen 1936","Switzerland","Silver","two-man men","Fritz FEIERABEND",""
"Garmisch-Partenkirchen 1936","Switzerland","Silver","two-man men","Joseph BEERLI",""
"Garmisch-Partenkirchen 1936","United States of America","Bronze","two-man men","Gilbert COLGATE",""
"Garmisch-Partenkirchen 1936","United States of America","Bronze","two-man men","Richard Webster LAWRENCE",""
"Garmisch-Partenkirchen 1936","Sweden","Silver","50km","Axel WIKSTRÖM",""
"Garmisch-Partenkirchen 1936","Sweden","Bronze","50km","Nils-Joel ENGLUND",""
"Garmisch-Partenkirchen 1936","Sweden","Gold","50km","Elis WIKLUND",""
"St. Moritz 1948","United States of America","Silver","alpine combined","Gretchen FRASER",""
"St. Moritz 1948","Austria","Gold","alpine combined","Trude BEISER-JOCHUM",""
"St. Moritz 1948","Austria","Bronze","alpine combined","Erika MAHRINGER",""
"St. Moritz 1948","Great Britain","Bronze","individual women","Jeannette ALTWEGG",""
"St. Moritz 1948","Austria","Silver","individual women","Eva PAWLIK",""
"St. Moritz 1948","Canada","Gold","individual women","Barbara Ann SCOTT",""
"St. Moritz 1948","Norway","Gold","500m men","Finn HELGESEN",""
"St. Moritz 1948","United States of America","Silver","500m men","Robert FITZGERALD",""
"St. Moritz 1948","United States of America","Silver","500m men","Kenneth BARTHELOMEW",""
"St. Moritz 1948","Norway","Silver","500m men","Thomas BYBERG",""
"St. Moritz 1948","Finland","Bronze","50km","Benjamin VANNINEN",""
"St. Moritz 1948","Sweden","Silver","50km","Harald ERIKSSON",""
"St. Moritz 1948","Sweden","Gold","50km","Nils KARLSSON",""
"St. Moritz 1948","Switzerland","Silver","individual men","Hans GERSCHWILER",""
"St. Moritz 1948","United States of America","Gold","individual men","Richard BUTTON",""
"St. Moritz 1948","Austria","Bronze","individual men","Edi RADA",""
"St. Moritz 1948","United States of America","Silver","individual men","John HEATON",""
"St. Moritz 1948","Italy","Gold","individual men","Nino BIBBIA",""
"St. Moritz 1948","Great Britain","Bronze","individual men","John CRAMMOND",""
"St. Moritz 1948","Finland","Silver","10000m men","Lauri PARKKINEN",""
"St. Moritz 1948","Sweden","Gold","10000m men","Ake SEYFFARTH",""
"St. Moritz 1948","Finland","Bronze","10000m men","Pentti LAMMIO",""
"St. Moritz 1948","Sweden","Gold","4x10km relay men","4x10km relay",""
"St. Moritz 1948","Norway","Bronze","4x10km relay men","4x10km relay",""
"St. Moritz 1948","Finland","Silver","4x10km relay men","4x10km relay",""
"St. Moritz 1948","Sweden","Gold","4x10km relay men","Nils ÖSTENSSON",""
"St. Moritz 1948","Sweden","Gold","4x10km relay men","Nils TÄPP",""
"St. Moritz 1948","Sweden","Gold","4x10km relay men","Gunnar ERIKSSON",""
"St. Moritz 1948","Sweden","Gold","4x10km relay men","Martin LUNDSTRÖM",""
"St. Moritz 1948","Finland","Silver","4x10km relay men","Lauri SILVENNOINEN",""
"St. Moritz 1948","Finland","Silver","4x10km relay men","Teuvo LAUKKANEN",""
"St. Moritz 1948","Finland","Silver","4x10km relay men","Sauli RYTKY",""
"St. Moritz 1948","Finland","Silver","4x10km relay men","August KIURU",""
"St. Moritz 1948","Norway","Bronze","4x10km relay men","Erling EVENSEN",""
"St. Moritz 1948","Norway","Bronze","4x10km relay men","Olav ÖKERN",""
"St. Moritz 1948","Norway","Bronze","4x10km relay men","Reidar NYBORG",""
"St. Moritz 1948","Norway","Bronze","4x10km relay men","Olav I. HAGEN",""
"St. Moritz 1948","Austria","Silver","downhill women","Trude BEISER-JOCHUM",""
"St. Moritz 1948","Austria","Bronze","downhill women","Resi HAMMERER",""
"St. Moritz 1948","Switzerland","Gold","downhill women","Hedy SCHLUNEGGER",""
"St. Moritz 1948","Norway","Gold","K90 individual (70m) men","Petter HUGSTED",""
"St. Moritz 1948","Norway","Bronze","K90 individual (70m) men","Thorleif SCHJELDERUP",""
"St. Moritz 1948","Norway","Silver","K90 individual (70m) men","Birger RUUD",""
"St. Moritz 1948","Finland","Silver","individual","Martti HUHTALA",""
"St. Moritz 1948","Sweden","Bronze","individual","Sven ISRAELSSON",""
"St. Moritz 1948","Finland","Gold","individual","Heikki HASU",""
"St. Moritz 1948","Switzerland","Gold","slalom men","Edi REINALTER",""
"St. Moritz 1948","France","Silver","slalom men","James COUTTET",""
"St. Moritz 1948","France","Bronze","slalom men","Henri OREILLER",""
"St. Moritz 1948","Norway","Gold","1500m men","Sverre FARSTAD",""
"St. Moritz 1948","Norway","Bronze","1500m men","Odd LUNDBERG",""
"St. Moritz 1948","Sweden","Silver","1500m men","Ake SEYFFARTH",""
"St. Moritz 1948","Sweden","Gold","18km","Martin LUNDSTRÖM",""
"St. Moritz 1948","Sweden","Silver","18km","Nils ÖSTENSSON",""
"St. Moritz 1948","Sweden","Bronze","18km","Gunnar ERIKSSON",""
"St. Moritz 1948","France","Gold","alpine combined","Henri OREILLER",""
"St. Moritz 1948","France","Bronze","alpine combined","James COUTTET",""
"St. Moritz 1948","Switzerland","Silver","alpine combined","Karl MOLITOR",""
"St. Moritz 1948","Sweden","Bronze","5000m men","Göthe HEDLUND",""
"St. Moritz 1948","Norway","Silver","5000m men","Odd LUNDBERG",""
"St. Moritz 1948","Norway","Gold","5000m men","Reidar LIAKLEV",""
"St. Moritz 1948","Canada","Gold","ice hockey men","ice hockey",""
"St. Moritz 1948","Switzerland","Bronze","ice hockey men","ice hockey",""
"St. Moritz 1948","Czechoslovakia","Silver","ice hockey men","ice hockey",""
"St. Moritz 1948","Canada","Gold","ice hockey men","H. BROOKS",""
"St. Moritz 1948","Canada","Gold","ice hockey men","Murray Albert DOWEY",""
"St. Moritz 1948","Canada","Gold","ice hockey men","Bernard Frank DUNSTER",""
"St. Moritz 1948","Canada","Gold","ice hockey men","R.A. FORBES",""
"St. Moritz 1948","Canada","Gold","ice hockey men","A. GILPIN",""
"St. Moritz 1948","Canada","Gold","ice hockey men","Jean Orval GRAVELLE",""
"St. Moritz 1948","Canada","Gold","ice hockey men","Patrick GUZZO",""
"St. Moritz 1948","Canada","Gold","ice hockey men","Walter Edwin HALDER",""
"St. Moritz 1948","Canada","Gold","ice hockey men","Thomas Edward HIBBERD",""
"St. Moritz 1948","Canada","Gold","ice hockey men","Ross KING",""
"St. Moritz 1948","Canada","Gold","ice hockey men","Henri-André LAPERRIERE",""
"St. Moritz 1948","Canada","Gold","ice hockey men","John Howard LECOMPTE",""
"St. Moritz 1948","Canada","Gold","ice hockey men","J. LEICHNITZ",""
"St. Moritz 1948","Canada","Gold","ice hockey men","George Edward MARA",""
"St. Moritz 1948","Canada","Gold","ice hockey men","Albert Roméo RENAUD",""
"St. Moritz 1948","Canada","Gold","ice hockey men","Reginald John SCHROETER",""
"St. Moritz 1948","Canada","Gold","ice hockey men","Irving TAYLOR",""
